attack,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial
cw2,50,100.0,500,,,,,,,,,,,
cw2,40,100.0,500,,,,,,,,,,,
cw2,30,100.0,500,,,,,,,,,,,
cw2,20,100.0,500,,,,,,,,,,,
cw2,15,100.0,500,,,,,,,,,,,
cw2,10,100.0,500,,,,,,,,,,,
cw2,5,100.0,500,,,,,,,,,,,
cw2,1,100.0,500,,,,,,,,,,,
cw2,10,10,500,,,,,,,,,,,
cw2,10,30,500,,,,,,,,,,,
cw2,10,50,500,,,,,,,,,,,
cw2,10,60,500,,,,,,,,,,,
cw2,10,80,500,,,,,,,,,,,
cw2,10,200,500,,,,,,,,,,,
cw2,10,500,500,,,,,,,,,,,
cw2,10,800,500,,,,,,,,,,,
cw2,10,1000,500,,,,,,,,,,,
